ID,gender,feduc,peducd,meduc,meducd,educ,educd,educsubj,score,salary9606,salary1,date1,salary2,date2,salary3,date3,salary4,date4,salary5,date5,salarynow,jobprotection,jobeduc,cpn2014
1,女,高職,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,20000,20000,9907,22000,10006,,,,,,,24000,4,專科,1
2,男,高職,公立,高中,,碩士,私立一般大學,科學領域,43,8800,8800,9609,,9709,,,,,,,8800,4,高中(職),1
6,女,高職,,高職,私立,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,25000,25000,10011,24000,10311,,,,,,,24000,4,大學,1
15,女,技術學院或科技大學,公立,技術學院或科技大學,私立,一般大學,私立一般大學,社會科學、商業及法律領域,50,30000,30000,10008,30000,10203,,,,,,,35000,2,高中(職),1
25,女,,,小學,,高職,,,,18000,18000,9807,10000,9901,14150,9909,18000,10209,,,18000,5,高中(職),1
26,男,一般大學,公立,一般大學,公立,技術學院或科技大學,私立科技大學,服務領域,,18000,10000,9307,,9309,18000,9608,,9702,18000,9708,22000,4,國中以下,1
29,男,五專,私立,五專,,碩士,,,58,8000,8000,10103,8000,10109,,10202,,,,,8000,5,高中(職),1
32,女,高職,,五專,,碩士,國外大學,人文及藝術領域,,25000,4500,9508,,9512,25000,10096,32000,10108,,10207,40000,2,國中以下,1
34,男,小學,公立,國（初）中,公立,高職,,,,10000,10000,10005,12000,10012,,10202,,,,,12000,4,國中以下,1
36,男,,,國（初）中,,高職,,,,18000,18000,9608,,9610,,9712,,9901,,,18000,4,高中(職),1
37,女,五專,,二專,,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,33000,33000,10008,,10209,40000,10302,,,,,50000,4,大學,1
39,男,小學,,,,一般大學,私立一般大學,社會科學、商業及法律領域,49,0,8000,9601,,9609,15500,9709,,10010,50000,10110,20000,1,國中以下,1
41,男,高職,私立,高中普通科,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,18000,18000,9709,,10008,20000,10108,5000,10207,,,5000,2,高中(職),1
49,女,,,高中,,一般大學,公立一般大學,人文及藝術領域,,23000,23000,10109,40000,10209,,10301,40000,10308,,,40000,5,碩士,1
53,女,高中普通科,公立,國（初）中,公立,一般大學,公立一般大學,教育領域,,43000,43000,10109,43000,10208,,,,,,,43000,5,大學,1
57,男,軍警官學校,公立,高中職業科,私立,碩士,私立科技大學,人文及藝術領域,,27000,27000,10208,,,,,,,,,27000,4,高中(職),1
61,男,五專,公立,高職,私立,技術學院或科技大學,私立科技大學,科學領域,,19000,19000,9807,,9902,20000,10003,,10102,27000,10106,25000,4,高中(職),1
62,男,,,高中,,一般大學,私立一般大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
64,女,高中,,國（初）中,,技術學院或科技大學,私立科技大學,農學領域,,22000,22000,10109,21900,10207,,,,,,,21900,4,高中(職),1
65,女,國（初）中,公立,國（初）中,公立,一般大學,私立一般大學,人文及藝術領域,45,28000,28000,10006,30000,10110,50000,10212,,,,,50000,5,大學,1
67,女,高職,,國（初）中,公立,技術學院或科技大學,私立技職學院,服務領域,,23000,14000,9307,,9309,23000,9606,拒答,10010,23000,10109,23000,4,大學,1
69,男,高職,,高職,,一般大學,,普通類,,15600,15600,9707,,9709,15600,9801,,9802,15600,9807,33000,4,大學,1
72,男,碩士,公立,五專,公立,一般大學,公立一般大學,社會科學、商業及法律領域,72,55000,55000,10010,55000,10206,,,,,,,55000,4,大學,1
79,女,高中,公立,高中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,12000,12000,9907,,10006,25000,10009,,,,,35000,5,大學,1
85,男,小學,,小學,,技術學院或科技大學,私立技職學院,科學領域,,20000,20000,9906,,10107,25000,10208,,,,,25000,4,國中以下,1
93,男,高中職業科,私立,高中,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,8500,8500,9902,,9909,19000,10008,0,10104,,,,4,國中以下,1
97,女,高職,,高職,私立,技術學院或科技大學,私立技職學院,人文及藝術領域,,25000,6800,9507,25000,9606,18000,9801,22000,9901,,,32000,5,大學,1
104,男,一般大學,私立,三專,,碩士,私立一般大學,社會科學、商業及法律領域,,5000,5000,9801,,10004,,10208,,10309,,,,4,碩士,1
105,男,一般大學,,高中,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,19000,19000,9707,,9709,19000,9807,,9810,,10008,28000,4,高中(職),1
106,男,博士,國外,一般大學,私立,碩士,公立一般大學,工程、製造及營造領域,64,4000,4000,9909,,10109,,,,,,,4000,3,大學,1
109,男,國（初）中,,國（初）中,,一般大學,私立一般大學,科學領域,,19200,19200,9706,,9709,8000,9801,6000,9802,24000,10008,25000,3,高中(職),1
111,男,小學,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,30000,30000,10007,35000,10110,,,,,,,35000,4,大學,1
114,女,,,,,一般大學,私立一般大學,教育領域,,20000,20000,10010,,10012,28000,10104,,,,,29000,5,大學,1
115,男,國（初）中,,國（初）中,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,5000,5000,9907,6000,10007,,10110,30000,10212,30000,10306,35000,4,國中以下,1
119,男,高職,私立,國（初）中,公立,一般大學,私立一般大學,社會科學、商業及法律領域,46,13000,13000,10007,24000,10012,25000,10107,,,,,48000,2,高中(職),1
127,男,一般大學,私立,高職,公立,碩士,公立一般大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
134,男,博士,國外,碩士,,一般大學,公立一般大學,人文及藝術領域,,25000,25000,9610,,,,,,,,,55000,3,高中(職),1
135,女,高職,,高職,私立,一般大學,私立一般大學,醫藥衛生及社福領域,72,24000,24000,10205,9000,10306,,,,,,,9000,4,大學,1
139,男,高中普通科,,高職,,碩士,公立科技大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
144,女,高中普通科,,小學,公立,碩士,私立一般大學,工程、製造及營造領域,,0,,9907,,9908,,,,,,,,5,高中(職),1
145,男,高中職業科,私立,國（初）中,,一般大學,私立一般大學,醫藥衛生及社福領域,71,20000,20000,10206,,,,,,,,,20000,5,碩士,1
146,女,技術學院或科技大學,公立,高中職業科,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,22000,22000,10009,24000,10110,24000,10209,,,,,25000,4,大學,1
148,男,高中,私立,高中,,一般大學,公立一般大學,人文及藝術領域,63,22000,22000,10207,,,,,,,,,25000,2,高中(職),1
149,女,國（初）中,,國（初）中,公立,一般大學,私立一般大學,人文及藝術領域,,0,12000,9409,,,,,,,,,23000,4,高中(職),1
151,男,高中,,高職,私立,技術學院或科技大學,私立科技大學,服務領域,,0,,9596,,9807,25000,9910,,,,,34000,5,高中(職),1
155,男,國（初）中,,小學,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,12000,9502,,9702,18000,10006,,10010,27000,10109,34000,4,高中(職),1
162,女,,,,,高職,,,,26000,22000,,,,15000,,26000,10204,23000,10303,22000,4,高中(職),1
163,女,國（初）中,公立,小學,公立,二專,私立技職學院,科學領域,,7000,5000,9307,,9309,7000,9609,22000,9806,,,22000,4,高中(職),1
167,女,博士,公立,碩士,私立,一般大學,公立一般大學,社會科學、商業及法律領域,,0,,,,,,,,,,,,,,1
171,男,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,人文及藝術領域,,20000,20000,10110,30000,10203,22000,10211,,,,,21000,4,國中以下,1
180,女,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,12000,12000,9902,,10006,19200,10112,19000,10212,,,19000,4,高中(職),1
182,男,高職,,高中,,技術學院或科技大學,私立科技大學,人文及藝術領域,,25000,25000,9610,20000,9811,,10006,20000,10106,36000,10206,38000,5,高中(職),1
193,女,國（初）中,公立,小學,公立,技術學院或科技大學,私立技職學院,醫藥衛生及社福領域,,0,,9607,,9609,18000,9703,17000,10004,,,18000,1,高中(職),1
194,女,高職,公立,高職,私立,高職,,,,0,7000,9401,10000,9401,,9796,32000,9807,,9996,32000,4,高中(職),1
196,男,二專,,高職,公立,碩士,公立一般大學,科學領域,56,37200,37200,10209,,,,,,,,,37200,4,碩士,1
201,女,國（初）中,,小學,國外,技術學院或科技大學,私立技職學院,人文及藝術領域,,24000,24000,10008,,10108,50000,10204,,,,,50000,4,大學,1
203,男,高職,公立,高職,,一般大學,私立一般大學,社會科學、商業及法律領域,47,7000,13000,9407,,9408,7000,9707,,9709,,10008,35000,3,大學,1
204,男,高中,,國（初）中,公立,一般大學,公立一般大學,農學領域,47,16000,16000,9703,,9803,12000,9906,,10002,,10106,12000,4,高中(職),1
205,女,國（初）中,,國（初）中,,技術學院或科技大學,公立科技大學,農學領域,,20000,20000,10009,,10105,25000,10111,,,,,25000,4,大學,1
210,女,五專,不合理值,一般大學,私立,一般大學,私立一般大學,醫藥衛生及社福領域,73,17000,17000,10306,,,,,,,,,17000,4,大學,1
211,女,高職,,高中,,技術學院或科技大學,私立科技大學,人文及藝術領域,,30000,6000,9312,,9407,6300,9509,30000,9606,,9610,25000,4,大學,1
212,男,高職,私立,碩士,公立,二專,私立專科學校,服務領域,,33000,33000,9703,28000,10107,28000,10207,30000,10303,,,30000,4,專科,1
215,女,一般大學,私立,一般大學,私立,一般大學,公立一般大學,人文及藝術領域,45,23000,23000,10009,,,,,,,,,28000,4,專科,1
223,女,一般大學,私立,一般大學,私立,一般大學,公立一般大學,社會科學、商業及法律領域,66,35000,35000,10011,,,,,,,,,35000,4,大學,1
224,女,國（初）中,,高職,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,0,12000,9411,,9503,15000,9605,,9611,19000,9707,23000,1,高中(職),1
227,男,國（初）中,,高職,公立,二專,私立科技大學,工程、製造及營造領域,,22500,16500,9507,,9509,22500,9606,,9903,31000,10003,41000,5,高中(職),1
229,男,一般大學,公立,,,碩士,公立一般大學,社會科學、商業及法律領域,71,0,,,,,,,,,,,,,,1
230,女,一般大學,公立,二專,私立,技術學院或科技大學,私立技職學院,醫藥衛生及社福領域,,32000,32000,10009,,,,,,,,,42000,4,大學,1
232,女,國（初）中,,小學,,博士,私立一般大學,科學領域,65,24000,16000,9307,,9309,24000,10002,,,,,24000,4,碩士,1
235,男,小學,,國（初）中,公立,碩士,私立一般大學,工程、製造及營造領域,,20000,20000,9807,,9809,15000,9907,,10001,,10210,10000,3,高中(職),1
240,女,國（初）中,公立,高中職業科,私立,一般大學,私立一般大學,社會科學、商業及法律領域,,25000,25000,10010,10000,10206,35000,10206,,,,,35000,4,大學,1
243,男,一般大學,公立,國（初）中,公立,五專,,,,22000,22000,10111,,,,,,,,,28000,3,高中(職),1
245,女,國（初）中,,高職,,一般大學,私立一般大學,人文及藝術領域,,10000,10000,9806,,10009,24000,10109,,,,,24000,2,高中(職),1
272,女,高中,私立,高中,私立,技術學院或科技大學,私立科技大學,人文及藝術領域,,9600,9600,9909,25000,10007,27000,10107,30000,10112,,,30000,2,大學,1
273,男,,,國（初）中,公立,技術學院或科技大學,公立技職學院,人文及藝術領域,,10000,10000,9707,,9709,,9902,,9905,,10005,8280,4,高中(職),1
275,男,一般大學,,五專,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,30000,30000,10110,,,,,,,,,35000,5,專科,1
277,男,一般大學,私立,高職,公立,一般大學,公立一般大學,科學領域,,12000,12000,10103,,10208,,10307,,,,,12000,4,高中(職),1
287,男,一般大學,公立,一般大學,私立,碩士,公立一般大學,人文及藝術領域,,0,,,,,,,,,,,,,,1
290,男,一般大學,私立,高職,,一般大學,公立一般大學,服務領域,49,50000,50000,10007,52000,10107,,,,,,,52000,4,大學,1
291,男,高職,私立,高職,私立,二專,私立技職學院,服務領域,,0,8000,9309,,9609,15200,9811,,9902,18000,10002,20000,2,高中(職),1
292,男,技術學院或科技大學,公立,一般大學,私立,博士,公立一般大學,工程、製造及營造領域,72,0,,,,,,,,,,,,,,1
296,女,碩士,國外,碩士,,一般大學,私立一般大學,社會科學、商業及法律領域,47,20000,20000,10007,25000,10105,27000,10205,,,,,27000,5,專科,1
299,女,二專,,二專,,一般大學,私立一般大學,醫藥衛生及社福領域,54,11400,11400,9801,7920,10008,,10101,26000,10204,30000,10210,33000,4,專科,1
307,男,國（初）中,,小學,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,32000,32000,10006,,,,,,,,,35000,4,高中(職),1
313,男,國（初）中,,國（初）中,,高職,,,,18000,18000,9903,18000,10110,,,,,,,18000,2,高中(職),1
315,男,五專,私立,碩士,公立,一般大學,國外大學,社會科學、商業及法律領域,36,30000,30000,10301,35000,10306,,,,,,,35000,3,大學,1
316,男,國（初）中,公立,小學,公立,一般大學,公立一般大學,工程、製造及營造領域,55,26000,26000,10111,28000,10206,26800,10305,,,,,26800,4,高中(職),1
319,女,,,小學,公立,高職,,,,0,14000,9407,,9409,,9607,19000,10005,,10210,20000,2,國中以下,1
320,女,高職,公立,高職,公立,技術學院或科技大學,私立科技大學,科學領域,,0,10000,9407,,9801,12500,9806,18000,10007,,,25000,2,高中(職),1
321,男,國（初）中,公立,國（初）中,公立,高職,,,,24000,24000,9608,,9701,,9706,25000,9805,25000,10001,25000,3,高中(職),1
325,男,國（初）中,公立,國（初）中,公立,一般大學,私立一般學院,服務領域,,4000,4000,10102,,,,,,,,,30000,5,國中以下,1
329,男,二專,私立,高職,,碩士,公立一般大學,工程、製造及營造領域,43,0,,,,,,,,,,,,,,1
330,男,,,,,高職,,商業類,,30000,30000,9607,,9803,42250,9903,,,,,50000,3,國中以下,1
332,女,五專,私立,其他,公立,碩士,私立一般大學,醫藥衛生及社福領域,53,5000,5000,9809,,10006,,10109,,10202,28200,10207,31500,2,高中(職),1
336,男,二專,公立,高職,公立,碩士,私立一般大學,工程、製造及營造領域,49,50000,50000,10307,,,,,,,,,50000,5,碩士,1
341,女,高中普通科,私立,國（初）中,,一般大學,私立一般大學,社會科學、商業及法律領域,47,30000,30000,10007,,,,,,,,,32000,4,碩士,1
343,男,高中職業科,公立,高職,公立,一般大學,私立一般大學,工程、製造及營造領域,,0,,9096,,9609,,10007,35000,10107,,10111,35000,4,專科,1
351,女,一般大學,私立,,私立,技術學院或科技大學,私立科技大學,服務領域,,7000,6000,9407,7000,9608,18000,9812,18000,10007,28000,10104,28000,3,國中以下,1
359,女,高職,公立,高職,公立,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,18000,18000,9701,,9702,18000,9801,,9802,18000,9906,35600,5,高中(職),1
361,男,高中,公立,高中,公立,碩士,公立一般大學,社會科學、商業及法律領域,68,16000,16000,10101,30000,10307,,,,,,,30000,3,碩士,1
362,女,高職,,高職,私立,碩士,國外大學,服務領域,47,15000,15000,10002,,10008,,10112,60000,10205,,10211,60000,4,高中(職),1
371,男,國（初）中,公立,小學,,高職,,,,0,10000,9306,,9707,35000,9807,,,,,35000,5,高中(職),1
378,男,,,小學,,高職,,,,0,10000,9510,,9607,,9805,11200,9904,,,35000,2,高中(職),1
381,女,國（初）中,公立,小學,公立,高職,,,,21000,21000,9607,14400,9611,4000,9707,17280,9906,8000,10107,8000,4,國中以下,1
382,男,高中普通科,公立,高職,私立,一般大學,私立一般大學,人文及藝術領域,53,19000,19000,10111,18000,10203,,,,,,,28000,5,大學,1
387,男,碩士,國外,一般大學,其他,碩士,公立一般大學,工程、製造及營造領域,63,40000,40000,9907,,9909,,10209,40000,10309,,,40000,4,碩士,1
398,男,一般大學,公立,一般大學,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,23000,23000,9807,,9809,23000,9907,,9909,,10007,36000,4,大學,1
399,男,國（初）中,公立,高中,私立,一般大學,公立一般大學,科學領域,64,17680,17680,9807,,9808,,10006,,10010,,10109,50000,2,大學,1
404,男,國（初）中,公立,高職,私立,技術學院或科技大學,私立一般大學,科學領域,,25000,25000,9702,,,,,,,,,40000,4,大學,1
413,女,小學,公立,國（初）中,公立,碩士,公立一般大學,人文及藝術領域,50,6000,6000,10009,,,,,,,,,6000,4,碩士,1
421,男,國（初）中,公立,小學,公立,一般大學,公立一般大學,人文及藝術領域,,7600,7600,9606,,9609,0,10006,,10202,40000,10302,40000,2,大學,1
423,女,國（初）中,,,,二專,私立科技大學,科學領域,,18000,18000,9807,,9901,,,,,,,18000,4,高中(職),1
424,男,五專,,五專,,二專,私立專科學校,科學領域,,0,12000,9509,,9607,16000,9707,,9912,,10012,26000,3,專科,1
432,男,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,17000,17000,9607,,9609,18000,9707,,9709,18000,9807,27000,4,高中(職),1
433,女,小學,公立,國（初）中,公立,技術學院或科技大學,公立科技大學,服務領域,,16000,16000,9606,,9609,23000,10007,,10102,24000,10107,23000,4,大學,1
434,女,國（初）中,,國（初）中,,二專,私立技職學院,科學領域,,0,10000,9410,,9509,,9807,12000,10005,29500,10006,29500,4,高中(職),1
435,女,高中職業科,私立,高中職業科,私立,碩士,私立一般大學,科學領域,53,3000,3000,10009,,10106,,10209,4000,10303,,,8000,5,大學,1
437,男,碩士,私立,三專,私立,一般大學,國外大學,其他領域,60,60000,60000,10112,,10212,,10303,,,,,60000,2,大學,1
438,女,一般大學,私立,高職,私立,一般大學,私立一般大學,科學領域,50,0,,9607,,9609,25000,10009,,,,,28000,4,高中(職),1
439,男,一般大學,公立,一般大學,公立,一般大學,私立一般大學,醫藥衛生及社福領域,69,0,,,,,,,,,,,,,,1
440,女,,,技術學院或科技大學,私立,碩士,公立科技大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
443,女,一般大學,私立,高中,公立,碩士,公立一般大學,人文及藝術領域,44,0,,10008,,10102,,10109,25000,10306,,,25000,4,大學,1
448,男,國（初）中,公立,國（初）中,公立,一般大學,私立一般大學,農學領域,,20000,5000,,20000,9706,,9710,21000,9801,,9803,28000,4,大學,1
449,女,高中普通科,,,,高職,,,,22000,19000,9406,,9505,22000,9706,,10111,26000,10210,26000,4,高中(職),1
458,女,高職,公立,高中職業科,私立,一般大學,,普通類,,25000,25000,10210,,10212,,,,,,,25000,4,國中以下,1
465,男,高職,,高職,,碩士,公立一般大學,科學領域,52,25000,25000,10111,,10203,,,,,,,25000,4,專科,1
473,男,高職,,高職,,技術學院或科技大學,私立科技大學,科學領域,,5000,5000,9602,5000,9609,5000,9702,0,9709,,9806,15000,4,大學,1
477,女,國（初）中,,小學,,高職,,,,9000,9000,9709,12000,9809,,9908,27000,10110,10000,10211,22500,5,高中(職),1
482,男,國（初）中,公立,小學,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,20000,20000,10108,,,,,,,,,20000,4,國中以下,1
490,女,國（初）中,,高中普通科,公立,一般大學,私立一般大學,社會科學、商業及法律領域,52,6080,3600,9602,6080,9704,,9705,9500,9709,,9809,31520,2,大學,1
495,男,高職,公立,五專,私立,碩士,公立科技大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
496,女,高中職業科,私立,高中職業科,私立,高中,,,,20000,20000,9706,,9902,32000,10102,28000,10203,29000,10208,32000,4,高中(職),1
501,男,小學,,,,一般大學,私立一般大學,工程、製造及營造領域,,17500,7200,9196,,9309,17500,9696,23000,9796,,9903,35000,4,大學,1
505,男,一般大學,公立,五專,私立,一般大學,私立一般大學,工程、製造及營造領域,,30000,30000,10304,,,,,,,,,34000,5,高中(職),1
507,男,高職,私立,高職,公立,一般大學,私立一般大學,社會科學、商業及法律領域,56,0,10080,9605,,9609,,,,,,,10080,2,高中(職),1
510,男,,,二專,,一般大學,公立一般大學,工程、製造及營造領域,51,40000,40000,10007,,,,,,,,,40000,5,大學,1
512,女,五專,,高職,私立,一般大學,,普通類,,10000,10000,9708,,9809,20000,9907,,10009,,,20000,2,高中(職),1
521,男,其他,,國（初）中,,碩士,私立一般大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
523,女,五專,私立,五專,私立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,45,7500,7500,9703,,9709,6000,9904,,9908,,10006,28000,2,高中(職),1
534,女,小學,不合理值,國（初）中,,一般大學,私立一般大學,社會科學、商業及法律領域,37,21000,21000,10007,24000,10109,27000,10206,29000,10304,,,33000,4,碩士,1
535,女,小學,,小學,公立,一般大學,私立一般大學,人文及藝術領域,,26000,26000,10106,35000,10303,,,,,,,35000,5,大學,1
536,男,高職,,高職,,高職,,,,0,3000,9309,3000,9407,,9709,44000,9807,26000,10105,28000,5,國中以下,1
541,男,小學,,小學,,技術學院或科技大學,私立科技大學,科學領域,,29000,29000,10109,,10201,24000,10208,,,,,24000,4,高中(職),1
544,男,技術學院或科技大學,公立,高中普通科,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,15000,15000,9607,,9810,26000,9910,,,,,26000,5,高中(職),1
545,男,高中普通科,公立,,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,0,5000,9401,,9409,,10007,,10010,21000,10110,40000,2,高中(職),1
549,女,國（初）中,公立,小學,公立,一般大學,公立一般大學,社會科學、商業及法律領域,,15000,15000,10007,,10008,36000,10208,,,,,37000,5,大學,1
553,女,國（初）中,,國（初）中,,技術學院或科技大學,公立科技大學,科學領域,59,0,13000,9605,,9609,15000,9707,28000,10006,,10107,22000,4,專科,1
565,男,碩士,公立,一般大學,公立,一般大學,公立一般大學,社會科學、商業及法律領域,56,36000,36000,10207,,,,,,,,,36000,2,專科,1
566,女,高中普通科,公立,小學,公立,一般大學,私立一般大學,社會科學、商業及法律領域,,9000,9000,9802,,9910,,10006,26000,10108,,,30000,4,大學,1
573,男,一般大學,公立,一般大學,公立,碩士,公立一般大學,工程、製造及營造領域,68,0,,,,,,,,,,,,,,1
577,男,碩士,公立,碩士,公立,博士,公立一般大學,工程、製造及營造領域,58,0,,,,,,,,,,,,,,1
584,女,高職,公立,國（初）中,公立,五專,,,,0,21280,9501,,9503,21280,9507,,9509,9000,9601,35000,4,專科,1
588,男,國（初）中,,五專,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,9000,9000,9609,25000,9908,,10101,16000,10204,,,48000,4,國中以下,1
590,女,國（初）中,,國（初）中,,一般大學,私立一般大學,社會科學、商業及法律領域,,0,6400,9307,,9309,,10006,25000,10111,,10205,13000,2,高中(職),1
594,女,小學,公立,高職,公立,一般大學,私立一般大學,人文及藝術領域,,0,,9607,,9610,40000,9907,,9910,25000,10007,31000,5,大學,1
598,女,五專,,五專,,碩士,私立一般大學,工程、製造及營造領域,,18000,18000,10303,22000,10306,,,,,,,23000,4,大學,1
600,男,一般大學,私立,,,一般大學,私立一般大學,醫藥衛生及社福領域,,0,,,,,,,,,,,,,,1
619,女,二專,公立,高職,私立,技術學院或科技大學,私立科技大學,服務領域,,10000,10000,10007,21000,10011,72000,10103,,10111,72000,10205,27000,4,大學,1
620,男,五專,公立,高職,公立,技術學院或科技大學,私立科技大學,科學領域,,0,32000,9309,,9403,28000,9407,,9504,28000,9507,22000,3,大學,1
625,男,高職,私立,小學,公立,一般大學,私立一般大學,工程、製造及營造領域,,7600,7600,9707,,9709,24000,9801,,9802,18000,10009,31000,3,大學,1
633,女,一般大學,私立,高職,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,22000,22000,10007,,,,,,,,,26000,4,高中(職),1
640,女,高中普通科,私立,小學,公立,技術學院或科技大學,私立一般學院,社會科學、商業及法律領域,,19000,19000,9912,28000,10108,28000,10111,25000,10204,,,28000,3,大學,1
644,男,高職,私立,二專,,技術學院或科技大學,私立技職學院,醫藥衛生及社福領域,42,35000,35000,10202,35000,10207,,,,,,,35000,4,大學,1
649,男,五專,私立,高職,私立,一般大學,私立一般大學,社會科學、商業及法律領域,43,15000,15000,9607,,9904,22000,10005,22000,10102,,,22000,4,國中以下,1
651,男,五專,私立,五專,,一般大學,公立一般大學,社會科學、商業及法律領域,62,32000,32000,10111,,,,,,,,,45000,4,專科,1
652,男,高中,,國（初）中,,技術學院或科技大學,私立科技大學,服務領域,,7000,7000,9607,,9708,,10009,20000,10109,,,40000,3,大學,1
653,女,五專,私立,二專,私立,技術學院或科技大學,公立科技大學,服務領域,,1400,1400,9709,,9807,16720,9810,,10001,6272,10010,23000,4,大學,1
654,男,高職,私立,高中,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,11000,11000,9609,,10007,22000,10107,26000,10207,,,30000,4,大學,1
657,女,國（初）中,,高職,,技術學院或科技大學,,,,8000,8000,9509,12000,9601,,9605,8000,10003,28000,10007,36000,4,大學,1
662,女,五專,私立,碩士,公立,碩士,公立一般大學,教育領域,49,16000,16000,9907,0,10007,22000,10102,35000,10109,,,35000,4,大學,1
664,男,高職,私立,國（初）中,公立,一般大學,私立一般大學,社會科學、商業及法律領域,52,12000,12000,10002,,10006,,10207,50000,10212,,,75000,5,大學,1
667,男,國（初）中,公立,高中職業科,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,10000,10000,9702,,9709,15000,9902,,10010,,10111,18000,5,大學,1
669,男,,,高中,私立,國中,,,,0,20000,9401,,9502,,9606,40000,9709,,,40000,1,國中以下,1
677,女,高職,公立,二專,私立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,21000,21000,10107,,,,,,,,,24000,5,大學,1
679,男,國（初）中,,國（初）中,,碩士,公立科技大學,工程、製造及營造領域,,20000,20000,9707,,9709,40000,10209,,,,,40000,4,大學,1
686,男,高職,私立,高職,私立,一般大學,,,,48000,48000,10002,,10012,,10303,0,10309,,,,3,專科,1
689,男,士官學校,公立,高職,公立,一般大學,公立一般大學,農學領域,42,7000,7000,9710,,,,,,,,,18000,2,國中以下,1
691,女,,,國（初）中,公立,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,15000,11000,9307,,9309,15000,9607,15000,9709,,9901,22000,4,專科,1
695,男,一般大學,私立,一般大學,私立,碩士,公立一般大學,工程、製造及營造領域,71,0,10000,9306,,9309,13000,9604,,9609,13000,9707,5000,3,大學,1
696,女,國（初）中,,高職,私立,五專,,,,6000,6000,9610,,9706,36000,9808,,,,,40000,4,專科,1
697,男,二專,,高職,,一般大學,公立一般大學,教育領域,,27000,27000,10112,27000,10301,,,,,,,31000,4,大學,1
704,男,小學,,,,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,14080,14080,9607,,9609,30000,10008,0,10111,22000,10303,27000,4,高中(職),1
705,男,國（初）中,,高中,,一般大學,公立一般大學,工程、製造及營造領域,43,37000,37000,10109,,,,,,,,,37000,2,大學,1
711,男,軍警官學校,公立,五專,公立,碩士,私立一般大學,教育領域,42,10000,10000,9606,,9609,12000,9707,20000,9807,,9809,20000,5,高中(職),1
714,女,高職,公立,高中職業科,私立,一般大學,私立一般大學,社會科學、商業及法律領域,49,12000,12000,9809,,10006,22000,10101,,,,,23500,4,高中(職),1
719,女,國（初）中,,國（初）中,,高職,,,,0,20000,9312,,9403,20000,9406,,9409,20000,9412,20000,4,國中以下,1
721,女,國（初）中,,,,一般大學,私立一般大學,人文及藝術領域,,5000,5000,9809,30000,10007,,,,,,,40000,5,大學,1
724,男,,,,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,25000,25000,10101,23000,10201,,10306,,,,,27000,4,專科,1
725,女,國（初）中,公立,高職,公立,技術學院或科技大學,私立科技大學,服務領域,,28000,4000,9408,,9605,28000,9809,28000,10203,,,30000,4,高中(職),1
730,女,小學,,小學,,技術學院或科技大學,私立科技大學,科學領域,,26000,20000,9307,26000,10211,,,,,,,35000,4,高中(職),1
731,女,國（初）中,,高職,,技術學院或科技大學,公立技職學院,人文及藝術領域,,25000,25000,10208,26000,10304,,,,,,,25500,2,大學,1
739,女,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,科學領域,,19000,19000,9811,23000,10002,,10009,16500,10103,19000,10305,19000,5,高中(職),1
