ID,gender,feduc,peducd,meduc,meducd,educ,educd,educsubj,score,salary9606,salary1,date1,salary2,date2,salary3,date3,salary4,date4,salary5,date5,salarynow,jobprotection,jobeduc,cpn2014
19363,男,高中普通科,公立,五專,私立,一般大學,公立一般大學,工程、製造及營造領域,61,30000,30000,10110,45000,10305,,,,,,,45000,5,大學,1
19364,女,技術學院或科技大學,私立,五專,,技術學院或科技大學,私立科技大學,人文及藝術領域,,40000,40000,10007,30000,10210,,,,,,,30000,4,大學,1
19365,女,小學,公立,小學,公立,高職,,,,15000,15000,9703,18000,9803,遺漏值,9808,,,,,18000,3,高中(職),1
19372,女,國（初）中,,小學,公立,碩士,公立一般大學,社會科學、商業及法律領域,45,4500,4500,9607,,9609,8000,9710,,9904,8000,9909,24000,3,大學,1
19377,男,高職,公立,高職,公立,高職,,,,18000,18000,9701,25000,9704,30000,10211,,,,,30000,4,高中(職),1
19381,女,高中職業科,私立,高職,公立,技術學院或科技大學,公立技職學院,社會科學、商業及法律領域,,8200,8200,9702,25000,10008,22000,10205,,,,,24500,3,高中(職),1
19383,男,拒答,拒答,拒答,拒答,碩士,私立一般大學,社會科學、商業及法律領域,,0,,,,,,,,,,,,,,1
19384,男,一般大學,私立,一般大學,公立,碩士,公立一般大學,工程、製造及營造領域,60,0,4000,9409,,9506,,10206,33000,10211,,,33000,4,碩士,1
19387,男,五專,私立,五專,私立,技術學院或科技大學,,商業類,,17280,15000,9409,17280,9610,25000,9901,,10105,25000,10205,25000,4,高中(職),1
19389,男,一般大學,公立,高職,,碩士,私立一般大學,工程、製造及營造領域,54,10000,10000,9907,,10006,15000,10011,20000,10107,6000,10202,19200,3,高中(職),1
19396,男,,,國（初）中,,高職,,,,30000,21000,9308,,9603,30000,9708,,9709,30000,9809,40000,4,國中以下,1
19400,男,三專,公立,高職,私立,一般大學,私立一般大學,工程、製造及營造領域,,28000,28000,10108,,,,,,,,,37000,5,大學,1
19401,男,國（初）中,公立,小學,公立,高中,,,,0,22000,9307,,9701,43000,9802,21000,10102,26000,10104,38000,5,高中(職),1
19405,女,高職,私立,高職,私立,一般大學,私立一般大學,人文及藝術領域,,26000,26000,10010,,,,,,,,,38000,5,高中(職),1
19409,男,五專,,小學,,碩士,私立一般大學,人文及藝術領域,42,3000,3000,10009,,10102,,,,,,,3000,2,高中(職),1
19412,女,五專,私立,小學,,一般大學,私立一般大學,農學領域,,10000,10000,10002,25000,10007,,,,,,,29000,4,高中(職),1
19419,女,一般大學,私立,高中,私立,碩士,公立一般大學,工程、製造及營造領域,65,12500,12500,10203,12500,10206,,10208,,,,,13000,4,高中(職),1
19420,女,高中職業科,私立,國（初）中,公立,技術學院或科技大學,私立一般大學,社會科學、商業及法律領域,,24000,24000,9607,20000,9908,20000,10003,26000,10104,,10305,22000,4,高中(職),1
19437,女,國（初）中,公立,國（初）中,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,30,18000,17000,9306,,9309,17000,9407,,9409,18000,9606,32000,4,高中(職),1
19446,男,,,高職,私立,碩士,公立一般大學,工程、製造及營造領域,65,8000,8000,9707,,9709,8000,9807,,9809,18000,9907,,5,碩士,1
19448,女,一般大學,公立,一般大學,公立,碩士,私立一般大學,社會科學、商業及法律領域,,6000,6000,9709,,9909,36000,10006,,10010,20000,10109,,2,大學,1
19454,男,高中,私立,高職,公立,碩士,公立一般大學,社會科學、商業及法律領域,48,14000,14000,10002,0,10106,8000,10110,,10210,46000,10310,46000,5,碩士,1
19458,男,軍警官學校,公立,高中普通科,私立,碩士,公立科技大學,科學領域,63,36000,22000,9407,,9409,36000,9807,,9809,,10007,20000,4,碩士,1
19465,男,高職,公立,高職,,碩士,公立一般大學,社會科學、商業及法律領域,53,12000,12000,9607,,9609,,10008,,10108,,10209,12000,2,高中(職),1
19469,女,高職,,高職,,碩士,公立一般大學,社會科學、商業及法律領域,,35000,35000,10008,,10102,,10209,,,,,35000,拒答,大學,1
19470,女,高職,私立,國（初）中,,技術學院或科技大學,私立技職學院,服務領域,,9000,9000,9606,,9609,9000,9711,28000,9801,27000,9806,12000,2,專科,1
19473,女,高職,,高職,,碩士,公立一般大學,社會科學、商業及法律領域,,0,,,,,,,,,,,,,,1
19476,女,碩士,私立,高職,,一般大學,私立一般大學,人文及藝術領域,50,30000,30000,10202,,,,,,,,,30000,5,大學,1
19478,女,小學,,小學,公立,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,0,,,,,,,,,,,,,,1
19482,女,高職,公立,高中,公立,一般大學,私立一般大學,人文及藝術領域,49,26000,26000,10011,28000,10202,,,,,,,30000,3,大學,1
19483,男,一般大學,私立,軍警校專修班,公立,一般大學,私立一般大學,社會科學、商業及法律領域,52,23000,23000,10206,,10212,33000,10304,,,,,33000,4,大學,1
19487,女,國（初）中,公立,國（初）中,,技術學院或科技大學,私立科技大學,服務領域,,4800,3600,9406,,9509,4800,9811,,9903,28000,10007,24000,1,高中(職),1
19495,男,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,13000,6000,,,,13000,9707,,9709,13000,9807,45000,5,大學,1
19498,女,技術學院或科技大學,公立,高職,,技術學院或科技大學,,普通類,36,20000,20000,9607,,10007,22500,10102,,,,,28000,4,大學,1
19500,女,高職,,高職,公立,一般大學,私立一般大學,人文及藝術領域,53,24000,24000,10103,24000,10107,32000,10110,,,,,33000,4,大學,1
19502,男,軍警官學校,公立,二專,私立,碩士,私立一般大學,社會科學、商業及法律領域,,7500,7500,9710,,9809,5000,10007,,10009,,10108,5500,4,高中(職),1
19503,女,高職,私立,高職,私立,一般大學,私立一般大學,人文及藝術領域,,8000,8000,9607,,9609,8900,9706,,9801,,10006,32000,4,大學,1
19511,男,一般大學,公立,一般大學,私立,碩士,私立一般大學,工程、製造及營造領域,53,5000,5000,9808,,9910,,,,,,,5000,4,國中以下,1
19515,女,國（初）中,,國（初）中,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,28,11000,11000,9608,,9703,13000,9707,15000,9710,,9801,30000,3,大學,1
19518,男,小學,,高中,,高職,,,,0,6000,,,9703,31000,9804,22000,10304,,,35000,5,國中以下,1
19523,男,五專,公立,五專,公立,技術學院或科技大學,私立科技大學,人文及藝術領域,38,20000,20000,9607,,9610,,9709,10000,10108,,10204,15000,2,高中(職),1
19524,男,碩士,公立,高職,公立,碩士,公立一般大學,人文及藝術領域,54,0,,,,,,,,,,,,,,1
19527,男,國（初）中,公立,高職,私立,技術學院或科技大學,,,,0,,,,,17000,9307,,9408,8000,,10000,4,高中(職),1
19540,男,五專,私立,國（初）中,公立,技術學院或科技大學,私立科技大學,服務領域,,4500,15000,9307,,9309,4500,9707,18000,9906,,9911,40000,2,高中(職),1
19564,男,五專,,高職,,一般大學,私立一般大學,社會科學、商業及法律領域,48,16000,16000,9807,,9809,,10006,,10011,,10110,25000,2,大學,1
19565,女,一般大學,公立,一般大學,私立,碩士,公立一般大學,人文及藝術領域,49,0,,,,,,,,,,,,,,1
19578,男,無《A6》,,高中,,高職,,工業類,,0,20000,9306,,9309,18000,9401,,9403,17000,9409,30000,4,高中(職),1
19579,女,高中普通科,公立,國（初）中,,一般大學,私立一般大學,服務領域,,26000,26000,10004,30000,10101,,10301,25000,10306,,,25000,3,大學,1
19580,男,高中,,小學,公立,二專,私立技職學院,工程、製造及營造領域,,30000,22000,9309,30000,9609,,9907,40000,9911,,10305,40000,2,大學,1
19590,男,高中,公立,一般大學,公立,一般大學,公立一般大學,社會科學、商業及法律領域,50,7600,7600,9701,,9710,,10008,25000,10107,40000,10303,40000,4,大學,1
19608,女,五專,,二專,,一般大學,公立一般大學,醫藥衛生及社福領域,63,35000,35000,10008,,,,,,,,,45000,4,大學,1
19611,男,高中普通科,,高中普通科,,碩士,私立一般大學,工程、製造及營造領域,54,8000,8000,9707,,9902,45000,10208,,10212,,,45000,4,碩士,1
19613,男,小學,公立,高職,私立,一般大學,私立一般大學,工程、製造及營造領域,3,30000,30000,10006,,,,,,,,,30000,4,高中(職),1
19621,女,碩士,公立,高職,私立,碩士,私立一般大學,社會科學、商業及法律領域,,0,6000,,9600,,,9709,5000,9809,10464,9810,33050,4,大學,1
19624,女,高職,,小學,,技術學院或科技大學,公立科技大學,社會科學、商業及法律領域,,15000,15000,9607,,9701,15000,9801,,9808,26000,10006,30000,4,大學,1
19628,女,碩士,公立,碩士,私立,一般大學,私立一般大學,社會科學、商業及法律領域,60,36000,36000,10008,,,,,,,,,80000,4,大學,1
19630,男,高職,,其他,公立,碩士,私立一般大學,人文及藝術領域,52,11000,11000,9810,,10006,,,,,,,11000,5,大學,1
19634,女,國（初）中,,高職,私立,一般大學,公立一般大學,教育領域,,6600,6600,9909,,10007,24000,10105,,10107,13000,10303,18500,2,大學,1
19637,女,二專,,高職,,碩士,公立科技大學,農學領域,,38000,38000,10309,,,,,,,,,38000,4,大學,1
19639,男,高職,公立,高職,公立,一般大學,私立一般大學,人文及藝術領域,42,18000,18000,9907,,9909,,10307,,,,,18000,3,高中(職),1
19645,女,二專,,高職,,一般大學,私立一般大學,服務領域,,22000,22000,10007,25000,10208,,,,,,,26000,4,高中(職),1
19647,女,國（初）中,,國（初）中,,高中,,,,23000,11520,9305,,9308,23000,9606,22000,9610,12320,9612,26000,3,高中(職),1
19650,女,高職,公立,高中,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,25000,25000,9810,,9907,32000,10007,24000,10209,27000,10306,27000,4,專科,1
19651,女,高中,公立,高職,,技術學院或科技大學,私立科技大學,服務領域,,9500,9500,9701,,9810,,10007,拒答,10103,25000,10112,26000,4,高中(職),1
19652,女,國（初）中,公立,高中普通科,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,15000,15000,9610,18000,10001,,10007,22000,10101,,,22000,4,高中(職),1
19656,女,小學,,高職,,技術學院或科技大學,私立科技大學,人文及藝術領域,,0,15840,9312,,9403,15840,9406,,9409,15840,9412,20000,2,高中(職),1
19657,女,高職,不合理值,五專,私立,一般大學,私立一般大學,社會科學、商業及法律領域,52,4500,4500,9707,18000,10002,36000,10102,,,,,36000,5,高中(職),1
19664,女,國（初）中,,小學,,一般大學,私立一般大學,社會科學、商業及法律領域,,45000,45000,9709,12000,9902,15000,9906,,9910,21000,10010,23000,3,大學,1
19667,男,國（初）中,,高中職業科,公立,二專,私立技職學院,工程、製造及營造領域,,18000,4000,9510,18000,9608,,10007,25000,10105,,,25000,5,專科,1
19668,男,高職,私立,高職,私立,一般大學,私立一般大學,服務領域,45,31000,31000,10111,35000,10307,,,,,,,35000,4,大學,1
19688,女,技術學院或科技大學,私立,技術學院或科技大學,私立,一般大學,私立一般大學,醫藥衛生及社福領域,54,16000,16000,9507,,9508,16000,9607,,9608,,10006,28000,4,大學,1
19690,男,小學,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,服務領域,,35000,10000,9309,35000,9607,,9609,29000,9909,,10006,60000,1,國中以下,1
19693,女,高職,私立,高中職業科,公立,一般大學,公立一般大學,農學領域,63,8000,8000,9907,,10001,,10006,32000,10111,,,32000,4,大學,1
19695,女,高職,私立,小學,公立,一般大學,公立一般大學,人文及藝術領域,55,5700,5700,9710,5700,9802,,9807,0,10008,,10101,22000,1,大學,1
19696,女,一般大學,私立,一般大學,私立,碩士,公立一般大學,人文及藝術領域,55,9600,9600,10101,,10109,0,10207,,10209,,10306,,1,大學,1
19701,男,高中,私立,高職,私立,一般大學,私立一般大學,工程、製造及營造領域,43,10000,10000,10005,,10108,,10112,50000,10212,,,60000,5,高中(職),1
19703,男,小學,,高中,公立,技術學院或科技大學,私立技職學院,服務領域,,8000,6000,9411,,9506,8000,9711,,9809,9500,9907,15000,4,高中(職),1
19709,女,國（初）中,,其他,,碩士,私立一般大學,社會科學、商業及法律領域,,20000,20000,10009,,10104,,10109,,10306,,,20000,2,高中(職),1
19715,女,小學,公立,國（初）中,,高職,,,,0,11000,9309,15000,9406,,9606,21000,10003,,10305,26000,4,高中(職),1
19721,女,軍警官學校,公立,高中,公立,一般大學,公立一般大學,教育領域,57,20000,20000,9902,25000,10111,,,,,,,25000,3,大學,1
19723,女,國（初）中,,小學,,技術學院或科技大學,私立技職學院,服務領域,30,15000,16000,9306,,9309,15000,9806,,9902,16000,10006,23000,4,高中(職),1
19725,男,國（初）中,,國（初）中,,技術學院或科技大學,私立科技大學,服務領域,,19000,,9307,,9309,19000,9807,,9901,20000,9904,40000,4,國中以下,1
19727,女,高職,私立,一般大學,私立,一般大學,公立一般大學,人文及藝術領域,,0,,9702,13000,10201,,,,,,,13000,2,大學,1
19728,男,二專,公立,小學,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,35000,35000,10111,,,,,,,,,45000,5,大學,1
19730,男,五專,私立,國（初）中,,技術學院或科技大學,私立科技大學,科學領域,,20000,20000,9807,,9809,,10006,,10010,20000,10109,30000,4,大學,1
19738,男,高職,私立,高職,私立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,27000,27000,10107,,,,,,,,,30000,4,大學,1
19740,女,小學,,國（初）中,公立,一般大學,公立一般大學,教育領域,,26000,26000,10007,23000,10010,24000,10107,,10302,,,30000,4,高中(職),1
19741,男,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,27000,23000,9307,,9309,27000,10007,,10103,30000,10203,,4,高中(職),1
19742,男,一般大學,公立,一般大學,公立,一般大學,公立一般大學,社會科學、商業及法律領域,,34000,34000,10108,,,,,,,,,40000,3,專科,1
19746,男,高中,,高職,,碩士,私立一般大學,工程、製造及營造領域,50,11000,11000,9809,,9906,,10207,,10211,,,11000,3,大學,1
19748,女,高中職業科,私立,國（初）中,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,0,7200,9309,,9501,12000,9507,,9909,,,20000,2,高中(職),1
19749,女,高職,私立,高職,公立,一般大學,私立一般大學,服務領域,,11000,11000,10002,11000,10004,,10009,17000,10302,,,17000,4,高中(職),1
19750,男,高職,公立,高職,公立,一般大學,私立一般大學,人文及藝術領域,48,20000,20000,10107,6000,10109,,,,,,,20000,5,大學,1
19763,男,高職,公立,國（初）中,,碩士,公立一般大學,工程、製造及營造領域,59,17000,17000,9607,,9609,17280,9707,,9709,17280,9807,19000,2,高中(職),1
19774,男,高中,私立,國（初）中,公立,技術學院或科技大學,私立技職學院,服務領域,,20000,20000,9707,,9709,20000,9801,,9803,20000,9807,30000,1,高中(職),1
19777,男,高中,,高中,,技術學院或科技大學,私立技職學院,社會科學、商業及法律領域,,12800,12800,9810,21900,9903,25000,10007,20000,10101,25000,10107,25000,1,國中以下,1
19778,男,小學,,小學,,國中,,,,36000,14400,9206,,9503,36000,9703,50000,9904,,,50000,3,國中以下,1
19779,女,,,高職,,一般大學,私立一般大學,醫藥衛生及社福領域,,4000,4000,9607,,9803,12000,9909,,10001,,10102,31000,4,大學,1
19781,男,五專,私立,高職,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,30000,30000,10111,33000,10209,34000,10212,33000,10304,,,33000,5,大學,1
19796,男,高職,私立,高職,私立,技術學院或科技大學,,工業類,,25000,6000,9603,10000,9604,25000,9606,14000,10211,,,,4,大學,1
19797,女,高中職業科,私立,國（初）中,,碩士,私立一般大學,社會科學、商業及法律領域,,4000,4000,9709,,10009,6000,10102,,10207,,,6000,5,碩士,1
19798,男,國（初）中,公立,國（初）中,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,52,9000,9000,9610,,9807,12000,9909,,10009,32800,10107,54450,2,大學,1
19799,男,一般大學,,高中,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,23000,23000,9806,,10001,,10009,23000,10111,,10204,36000,4,大學,1
19806,男,國（初）中,,高職,公立,技術學院或科技大學,公立科技大學,農學領域,,24000,24000,10007,,10009,20000,10207,,10302,,,20000,4,大學,1
19819,女,國（初）中,公立,國（初）中,公立,技術學院或科技大學,,,,12000,12000,9701,,10204,,,,,,,15000,1,高中(職),1
19820,女,二專,私立,,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,15000,15000,9707,,9909,,10006,35000,10011,,,50000,2,大學,1
19825,男,高職,公立,小學,公立,碩士,私立一般大學,科學領域,,15000,15000,9907,,9909,,,,,,,15000,4,高中(職),1
19826,女,,,,,碩士,公立一般大學,科學領域,,6000,6000,10106,,,,,,,,,6000,4,碩士,1
19833,男,國（初）中,,高中,,碩士,私立一般大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
19838,男,高職,公立,高職,,一般大學,私立一般大學,社會科學、商業及法律領域,,5000,5000,9806,,9810,,9909,,10009,,,5000,2,專科,1
19840,男,高職,,高職,公立,一般大學,私立一般大學,醫藥衛生及社福領域,37,18500,18500,9807,,9809,,10008,25000,10110,30000,10207,32000,4,高中(職),1
19842,男,高職,公立,國（初）中,公立,一般大學,私立一般大學,社會科學、商業及法律領域,48,11000,6500,9506,,9507,11000,9702,,9704,15000,10008,18000,3,大學,1
19843,男,高中,公立,高中職業科,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,5040,5040,9709,,9809,,10102,,10202,,,5040,4,高中(職),1
19846,男,,,國（初）中,,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,22000,22000,9707,,9709,不固定,10109,30000,10203,23500,10211,28000,4,高中(職),1
19850,女,一般大學,私立,高職,公立,一般大學,私立一般大學,人文及藝術領域,,24000,24000,10206,,,,,,,,,24000,3,專科,1
19858,女,高職,私立,小學,,一般大學,私立一般大學,人文及藝術領域,53,8500,7000,9309,,9507,8500,9902,28000,10007,30000,10103,45000,4,大學,1
19860,男,小學,,小學,,碩士,私立一般大學,工程、製造及營造領域,60,50000,50000,10303,,,,,,,,,50000,5,碩士,1
19861,女,高中職業科,,一般大學,公立,一般大學,私立一般大學,醫藥衛生及社福領域,52,10000,10000,9802,,9903,10000,9909,12000,10007,31000,10102,31000,4,大學,1
19863,女,高職,公立,高職,私立,一般大學,私立一般大學,醫藥衛生及社福領域,69,30000,30000,10103,40000,10109,,,,,,,40000,3,大學,1
19864,男,高職,私立,國（初）中,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,24000,24500,9507,,9509,24000,9607,,9704,12500,9807,33000,3,高中(職),1
19874,男,高中,,國（初）中,,一般大學,私立一般大學,工程、製造及營造領域,47,12000,12000,10006,,10205,,10305,,,,,12000,2,大學,1
19875,女,國（初）中,,高職,,技術學院或科技大學,私立科技大學,人文及藝術領域,,10000,10000,9806,,9809,,10006,22000,10102,,10205,25000,4,專科,1
19880,男,其他,公立,其他,公立,碩士,公立一般大學,工程、製造及營造領域,62,0,,,,,,,,,,,,,,1
19881,男,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,23000,23000,10111,,,,,,,,,25000,3,專科,1
19883,男,五專,私立,五專,私立,碩士,私立一般大學,科學領域,36,18000,18000,10005,13080,10007,,10009,,10210,,,20000,4,大學,1
19887,男,一般大學,公立,一般大學,私立,一般大學,私立一般大學,工程、製造及營造領域,57,30000,7000,9307,,9407,30000,9608,,9609,,10006,66000,4,專科,1
19890,女,小學,,,,技術學院或科技大學,私立科技大學,服務領域,,18000,18000,9704,,,,,,,,,20000,3,高中(職),1
19897,女,一般大學,,碩士,,一般大學,私立一般大學,醫藥衛生及社福領域,73,30000,30000,10206,80000,10308,,,,,,,80000,4,大學,1
19899,女,國（初）中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,工程、製造及營造領域,,17280,17280,9807,,9809,,10006,26000,10010,,10012,30000,3,專科,1
19902,男,國（初）中,公立,國（初）中,,碩士,私立科技大學,醫藥衛生及社福領域,,25000,25000,9806,,9808,35000,10005,6000,10009,,10208,6000,3,碩士,1
19903,女,一般大學,公立,一般大學,公立,碩士,私立一般大學,社會科學、商業及法律領域,46,24000,24000,10208,,10212,26000,10307,,,,,26000,4,大學,1
19906,女,高中,,國（初）中,,技術學院或科技大學,私立技職學院,服務領域,,24000,24000,10008,,10109,29000,10203,,,,,35000,4,大學,1
19908,男,,,,,技術學院或科技大學,私立科技大學,科學領域,,11400,11400,10002,,10010,20000,10110,17000,10205,22000,10305,22000,4,高中(職),1
19909,男,一般大學,私立,五專,公立,一般大學,私立一般大學,醫藥衛生及社福領域,64,30000,30000,10112,,,,,,,,,45000,2,大學,1
19913,男,博士,公立,五專,,碩士,私立一般大學,工程、製造及營造領域,41,0,,,,,,,,,,,,,,1
19925,女,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,服務領域,,21000,21000,9807,,9809,22000,9901,,10002,26000,10009,21000,4,大學,1
19931,女,小學,公立,小學,,技術學院或科技大學,,普通類,,8000,8000,9706,,9806,2500,10002,26000,10006,28000,10209,28000,2,大學,1
19935,女,高職,公立,高中普通科,公立,一般大學,公立一般大學,人文及藝術領域,55,40000,40000,10109,40000,10209,,,,,,,40000,5,大學,1
19938,女,國（初）中,公立,小學,公立,一般大學,私立一般大學,醫藥衛生及社福領域,53,0,,9912,36000,10007,,,,,,,40000,5,大學,1
19940,女,高中,,高職,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,15000,15000,9709,,9809,12000,9907,,10006,17000,10103,25000,5,專科,1
19941,男,高中,公立,高職,公立,技術學院或科技大學,私立一般大學,工程、製造及營造領域,41,38000,38000,10205,,,,,,,,,38000,4,大學,1
19945,女,高職,私立,高中,公立,一般大學,公立一般大學,服務領域,70,6000,6000,10007,80000,10010,,,,,,,80000,4,大學,1
19952,男,軍警校專修班,公立,高中職業科,私立,技術學院或科技大學,公立一般學院,教育領域,,20000,20000,9907,,9909,,10008,40000,10109,,,40000,1,大學,1
19957,女,高中,私立,,,技術學院或科技大學,私立一般大學,社會科學、商業及法律領域,,15200,4800,9509,12240,9602,15200,9609,,9703,12960,9709,28000,4,大學,1
19959,女,其他,,小學,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,0,,9209,,9212,0,9309,,9312,0,9409,40000,4,大學,1
19966,男,五專,私立,國（初）中,公立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,28000,28000,10206,,,,,,,,,36000,4,高中(職),1
19968,男,國（初）中,,一般大學,公立,技術學院或科技大學,私立科技大學,科學領域,,15000,12000,9306,,9409,15000,9807,,10103,18000,10203,28000,4,大學,1
19971,男,國（初）中,,國（初）中,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,18000,18000,9608,23000,9810,,9911,28000,10010,,,30000,2,高中(職),1
19973,男,一般大學,公立,高中,私立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,20000,9200,9312,9600,9407,7000,9502,,9506,20000,9609,58000,2,高中(職),1
19974,男,五專,私立,高職,,碩士,私立一般大學,科學領域,45,0,,,,,,,,,,,,,,1
19976,女,小學,公立,小學,公立,技術學院或科技大學,私立科技大學,科學領域,,0,,,,,,,,,,,,,,1
19981,男,國（初）中,公立,高職,公立,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,0,,10207,,,,,,,,,,5,國中以下,1
19982,男,五專,公立,五專,公立,一般大學,私立一般大學,社會科學、商業及法律領域,41,9120,9120,9610,,9709,9600,9912,,10004,13920,10105,24000,4,高中(職),1
19983,女,五專,,國（初）中,,一般大學,公立一般大學,人文及藝術領域,60,26000,26000,10103,36000,10210,,,,,,,36000,3,大學,1
19985,女,碩士,,碩士,公立,碩士,私立一般大學,科學領域,,20000,20000,9606,,9609,6000,10102,,,,,6000,3,碩士,1
19986,女,國（初）中,公立,高職,私立,技術學院或科技大學,私立科技大學,社會科學、商業及法律領域,,13000,13000,10008,,10103,21000,10107,,10111,,,21000,3,高中(職),1
19987,女,高中,,高職,公立,一般大學,私立一般大學,社會科學、商業及法律領域,,30000,30000,9909,,10107,30000,10205,,,,,50000,3,大學,1
19992,女,高中,公立,國（初）中,公立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,44,31000,31000,10005,,10102,35000,10106,,,,,35000,4,大學,1
19993,男,,,高中,私立,碩士,公立一般大學,人文及藝術領域,,12000,12000,9701,,9702,,10207,,,,,,3,高中(職),1
19999,男,五專,,一般大學,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,19047,19047,10109,,10207,20000,10212,21000,10305,,,21000,5,大學,1
20014,男,高中,公立,高職,公立,碩士,私立一般大學,工程、製造及營造領域,,0,,,,,,,,,,,,,,1
20034,女,高職,公立,高中職業科,私立,技術學院或科技大學,公立科技大學,人文及藝術領域,,22000,22000,10007,29000,10010,26000,10211,,,,,26000,2,高中(職),1
20037,男,國（初）中,,高職,,碩士,公立一般大學,社會科學、商業及法律領域,64,46000,46000,10307,,,,,,,,,46000,4,大學,1
20040,女,國（初）中,公立,高職,,一般大學,私立一般大學,醫藥衛生及社福領域,55,20000,20000,9703,,9804,0,9907,,10003,20000,10007,50000,5,大學,1
20041,男,二專,私立,高中,,一般大學,公立一般大學,科學領域,59,25000,25000,10009,,10011,,,,,,,25000,4,碩士,1
20043,女,博士,國外,碩士,國外,一般大學,公立一般大學,社會科學、商業及法律領域,58,8400,8400,9896,,9810,,10006,9680,10010,35000,10011,15000,2,高中(職),1
20044,女,,,高職,公立,技術學院或科技大學,私立科技大學,服務領域,,0,,9807,,9809,21000,9901,,9902,15000,9907,30000,5,高中(職),1
20049,女,一般大學,私立,一般大學,私立,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,0,,9707,,9709,0,9807,,9809,0,9907,26000,4,大學,1
24467,男,高中,,國（初）中,,大學,私立一般大學,人文及藝術領域,,20000,15200,9406,,9501,16000,9602,,9604,20000,9707,,4,4,0
14560,男,國(初)中,公立,高中,,高職,,,,0,17000,9208,,9209,,9307,,,,,,2,3,0
19259,女,小學,,小學,,技術學院或科技大學,公立科技大學,工程、製造及營造領域,,25000,8000,8907,,8909,15000,9306,,9309,25000,9706,18000,4,2,0
13016,女,高中,公立,高職,,大學,公立一般大學,人文及藝術領域,67,8000,8000,9608,25000,9709,遺漏值,9907,32000,9910,,,32000,4,4,0
52312,男,二專,私立,高職,公立,技術學院或科技大學,私立技職學院,工程、製造及營造領域,,0,17000,9107,,9109,17000,9207,,9208,17000,9307,26000,3,4,0
14431,女,大學,公立,大學,私立,碩士,私立一般大學,服務領域,45,遺漏值,9000,9307,,9309,17000,9507,,9509,遺漏值,9806,,4,3,0
51459,女,國(初)中,公立,國（初）中,公立,技術學院或科技大學,私立技職學院,人文及藝術領域,,0,0,9708,,9801,20000,9808,,,,,23000,4,4,0
20523,男,五專,私立,高職,私立,大學,私立一般大學,服務領域,44,17500,17500,9710,43000,9804,,,,,,,43000,2,4,0
19367,女,小學,公立,小學,公立,碩士,公立一般大學,科學領域,63,0,0,9709,35800,9807,,,,,,,35800,2,4,0
19768,男,五專,公立,高職,,技術學院或科技大學,私立科技大學,工程、製造及營造領域,35,0,8000,9209,,9611,31000,9701,,,,,31000,5,1,0
16949,男,國(初)中,公立,國（初）中,公立,二專,公立技職學院,工程、製造及營造領域,,0,8000,9303,,9309,17000,9508,,9608,22000,9703,27000,5,1,0
19058,女,小學,公立,國（初）中,,大學,私立一般大學,科學領域,,42000,12000,9309,,9410,15000,9502,42000,9607,,,42000,4,4,0
22151,男,國(初)中,,二專,,碩士,私立一般大學,工程、製造及營造領域,49,0,22000,9307,,9309,27000,9407,,9409,27000,9507,40000,4,3,0
14854,女,國(初)中,私立,小學,公立,碩士,私立一般大學,人文及藝術領域,56,0,,,,,,,,,,,,,,0
21322,女,高中,,高中,,技術學院或科技大學,私立科技大學,醫藥衛生及社福領域,,9240,9240,9608,9680,9701,22000,9903,,,,,22000,5,5,0
50169,女,高職,私立,小學,,大學,私立一般大學,社會科學、商業及法律領域,,0,10000,9007,,9203,18000,9409,,9812,20000,9906,20000,4,1,0
